judge_model,interpretations_model,methode,song,halluzination_score,tiefe_score,beste_interpretation
openai,deepseek,prompt_engineering,Skipping Like A Stone - The Chemical Brothers feat. Beck (2023),4.2,2.0,1
openai,openai,prompt_engineering,When You Give It Away - Bruce Cockburn (1999),3.8,4.6,4
openai,deepseek,prompt_engineering,Yesterday When I Was Young - Charles Aznavour (1969),5.0,3.6,3
openai,llama,prompt_engineering,Sie - Manfred Mann (1964),4.0,2.0,4
openai,deepseek,prompt_engineering,Sea Song - Tears For Fears (1985),3.0,4.0,3
openai,llama,prompt_engineering,Fellow Hoodlums - Deacon Blue (1991),3.0,3.8,1
openai,deepseek,prompt_engineering,Pay The Man - The Offspring (1998),2.0,2.0,3
openai,llama,prompt_engineering,Scratch My Back - Slade (1976),5.0,3.8,1
openai,openai,prompt_engineering,Coffee - Kelly Rowland (2020),3.0,4.0,3
openai,llama,prompt_engineering,Ein Festival der Liebe - Jürgen Marcus (1972),3.8,3.8,3
openai,llama,prompt_engineering,Smoke Dreams - k.d. lang (1997),5.0,3.8,1
openai,openai,prompt_engineering,Smoke Dreams - k.d. lang (1997),2.8,4.0,1
openai,llama,prompt_engineering,Dick and Jane - Bobby Vinton (1974),3.0,2.0,2
openai,llama,prompt_engineering,Wait - Martin Jensen feat. Loote (2017),5.0,4.0,2
openai,openai,prompt_engineering,I Know - Vanilla Ninja (2005),5.0,2.4,1
openai,openai,prompt_engineering,Blessed Assurance - Burl Ives (1950),3.0,3.8,3
openai,openai,prompt_engineering,Light My Fire - Bananafishbones (2002),3.4,3.8,1
openai,llama,prompt_engineering,When You Give It Away - Bruce Cockburn (1999),2.4,2.6,4
openai,llama,prompt_engineering,Dance Only With Me - Perry Como (1958),3.8,3.8,3
openai,openai,prompt_engineering,Here I Go Again - Blue System (1995),3.2,3.8,"[1, 5]"
openai,deepseek,prompt_engineering,Breaking My Heart - Richard Marx (2022),4.2,4.0,5
openai,llama,prompt_engineering,Breaking My Heart - Richard Marx (2022),5.0,4.0,1
openai,llama,prompt_engineering,Here I Go Again - Blue System (1995),3.6,3.6,5
openai,llama,prompt_engineering,Time Immemorial - Crowded House (1990),4.8,2.8,1
openai,openai,prompt_engineering,The World Is Waiting For Sunrise - Les Paul & Mary Ford (1951),4.4,4.2,3
openai,deepseek,prompt_engineering,One More Time - Robin Schulz & Felix Jaehn feat. Alida (2021),4.2,4.0,3
openai,llama,prompt_engineering,The Flat Foot Floogee - Louis Armstrong (1954),2.0,2.0,3
openai,deepseek,prompt_engineering,Here I Go Again - Blue System (1995),3.6,3.2,3
openai,deepseek,prompt_engineering,From Small Things (Big Things One Day Come) - Bruce Springsteen (2003),4.6,2.2,2
openai,deepseek,prompt_engineering,It’s Alright - The Osmonds (1973),4.0,2.0,3
openai,llama,prompt_engineering,Du fehlst - Die Toten Hosen (2012),5.0,3.8,3
openai,llama,prompt_engineering,Do You Remember - Jay Sean feat. Sean Paul & Lil Jon (2009),3.8,3.4,1
openai,deepseek,prompt_engineering,I Had This Thing - Röyksopp feat. Jamie Irrepressible (2014),4.0,3.8,3
openai,deepseek,prompt_engineering,Arschgesicht - Udo Lindenberg (1996),5.0,4.0,Alle Interpretationen erreichen identische Höchstwerte bei Halluzination (5) und hohe Tiefe (4). Damit gibt es keinen eindeutigen Spitzenreiter – sie sind gleichwertig.
openai,llama,prompt_engineering,The Time Of The Turning (Reprise) / The Weavers Reel - Peter Gabriel (2000),5.0,4.0,1
openai,openai,prompt_engineering,Dance Dance Dance - Arabesque (1983),2.6,3.8,5
openai,openai,prompt_engineering,Skipping Like A Stone - The Chemical Brothers feat. Beck (2023),3.4,2.6,3
openai,deepseek,prompt_engineering,"Get In, Fit In - Ciara (2007)",5.0,2.6,5
openai,llama,prompt_engineering,Before You Leave - Kurt Nilsen (2004),5.0,3.8,1
openai,deepseek,prompt_engineering,Es geht mir gut - Westernhagen (1994),4.4,3.2,2
openai,llama,prompt_engineering,Argue - Matchbox 20 (1996),3.0,3.0,4
openai,openai,prompt_engineering,Welcome to the Big Room - Neil Young (2015),1.0,2.0,3
openai,deepseek,prompt_engineering,Ship Of Fools - World Party (1987),4.6,4.0,2
openai,deepseek,prompt_engineering,Light My Fire - Bananafishbones (2002),3.6,2.8,3
openai,openai,prompt_engineering,You Are The Reason - Air Supply (2001),3.6,2.8,1
openai,deepseek,prompt_engineering,Timeless - Drunken Tiger feat. BTS (2018),2.8,2.8,1
openai,openai,prompt_engineering,Time Immemorial - Crowded House (1990),3.8,3.2,3
openai,deepseek,prompt_engineering,One Day Tomorrow - Edgar Winter (1975),2.0,3.0,1
openai,deepseek,prompt_engineering,The Time Of The Turning (Reprise) / The Weavers Reel - Peter Gabriel (2000),1.6,2.0,1
openai,openai,prompt_engineering,Dick and Jane - Bobby Vinton (1974),5.0,4.8,1
openai,deepseek,prompt_engineering,Drunk On Love - Basia (1994),4.8,4.0,2
openai,llama,prompt_engineering,Sleepy Time Gal - Bing Crosby (1953),2.2,3.2,1
openai,deepseek,prompt_engineering,Easy (Switch Screens) - Son Lux feat. Lorde (2014),1.0,3.2,4
openai,deepseek,prompt_engineering,Planetarium - Covenant (1997),3.8,3.4,3
openai,openai,prompt_engineering,Timeless - Drunken Tiger feat. BTS (2018),3.4,4.0,2
openai,openai,prompt_engineering,That Old Black Magic - Sam The Sham & The Pharaohs (1965),3.0,4.2,3
openai,deepseek,prompt_engineering,"Stay (Far Away, So Close) - Gregorian (2012)",5.0,2.0,2
openai,llama,prompt_engineering,Sternengold und Silbermond - Peter Alexander (1962),4.0,2.8,4
openai,openai,prompt_engineering,Ride It - Jay Sean (2007),4.8,3.2,3
openai,deepseek,prompt_engineering,Scratch My Back - Slade (1976),3.2,2.8,1
openai,openai,prompt_engineering,I Cried for You - Ray Charles (1964),2.4,3.0,1
openai,deepseek,prompt_engineering,Ein Haus aus den Knochen von Cary Grant - Foyer Des Arts (1984),4.6,3.0,1
openai,llama,prompt_engineering,4:am Forever - Lostprophets (2006),4.0,4.2,3
openai,deepseek,prompt_engineering,Sauerkrautpolka - Gus Backus (1961),3.0,2.2,1
openai,llama,prompt_engineering,Number One - Laid Back (2019),1.0,2.0,3
openai,deepseek,prompt_engineering,Number One - Laid Back (2019),3.0,3.2,5
openai,llama,prompt_engineering,Eye Of The Storm - Pseudo Echo (1989),4.0,4.0,5
openai,deepseek,prompt_engineering,Circus Of Death - Project Pitchfork (1993),1.0,2.0,
openai,llama,prompt_engineering,Ale Ale - Capital Bra (2023),4.4,4.2,4
openai,openai,prompt_engineering,Breakout - Beverley Knight (2009),5.0,4.0,3
openai,llama,prompt_engineering,The World Is Waiting For Sunrise - Les Paul & Mary Ford (1951),3.4,3.4,3
openai,llama,prompt_engineering,"Turn, Turn, Turn - The Simon Sisters (1966)",3.8,3.8,5
openai,openai,prompt_engineering,Scratch My Back - Slade (1976),3.2,4.0,4
openai,openai,prompt_engineering,Yesterday When I Was Young - Charles Aznavour (1969),4.0,4.0,1
openai,deepseek,prompt_engineering,Blessed Assurance - Burl Ives (1950),3.8,3.0,1
openai,deepseek,prompt_engineering,Thank Me Now - Drake (2010),4.0,3.6,3
openai,deepseek,prompt_engineering,Wait - Martin Jensen feat. Loote (2017),3.6,2.6,5
openai,deepseek,prompt_engineering,Dick and Jane - Bobby Vinton (1974),3.2,3.4,2
openai,openai,prompt_engineering,Circus Of Death - Project Pitchfork (1993),3.4,3.8,1
openai,deepseek,prompt_engineering,Argue - Matchbox 20 (1996),3.2,3.2,1
openai,llama,prompt_engineering,Timeless - Drunken Tiger feat. BTS (2018),5.0,3.8,5
openai,openai,prompt_engineering,Uns geht's gut - And One (1997),3.6,3.8,5
openai,openai,prompt_engineering,"Get In, Fit In - Ciara (2007)",3.0,4.0,5
openai,openai,prompt_engineering,Sing to Me Mr. C - Perry Como (1962),2.0,3.6,3
openai,openai,prompt_engineering,You Belong To Me - Rick Astley (2005),1.0,3.2,3
openai,deepseek,prompt_engineering,Drinks & Clout - Fler feat. Bass Sultan Hengzt (2021),4.8,4.0,5
openai,llama,prompt_engineering,Battles - In Flames (2016),5.0,3.6,1
openai,openai,prompt_engineering,From Small Things (Big Things One Day Come) - Bruce Springsteen (2003),4.0,3.4,3
openai,openai,prompt_engineering,One Day Tomorrow - Edgar Winter (1975),3.2,4.2,3
openai,llama,prompt_engineering,Streets of Fear - Hawkwind (1981),5.0,4.0,3
openai,deepseek,prompt_engineering,All That Meat and Potatoes - Louis Armstrong (1955),1.6,2.6,2
openai,openai,prompt_engineering,Spirits' Masquerade - Leaves' Eyes (2011),1.2,2.8,4
openai,deepseek,prompt_engineering,Where Do We Go From Here - Charles & Eddie (1992),5.0,4.4,2
openai,llama,prompt_engineering,Drunk On Love - Basia (1994),3.8,3.6,3
openai,openai,prompt_engineering,Sauerkrautpolka - Gus Backus (1961),3.8,3.8,1
openai,openai,prompt_engineering,A Reason - Circ (2004),3.0,4.0,4
openai,llama,prompt_engineering,"Reise, Reise - Rammstein (2004)",3.0,3.2,5
openai,deepseek,prompt_engineering,Leg die Knarre weg - Udo Jürgens (1958),3.0,3.0,4
openai,deepseek,prompt_engineering,Breakout - Beverley Knight (2009),3.0,3.2,4
openai,llama,prompt_engineering,Light My Fire - Bananafishbones (2002),4.0,3.8,5
openai,openai,prompt_engineering,4:am Forever - Lostprophets (2006),2.8,3.0,5
openai,deepseek,prompt_engineering,Let's Get Together Soon - Dusty Springfield (1970),2.0,3.8,2
openai,openai,prompt_engineering,Wait - Martin Jensen feat. Loote (2017),3.2,4.0,3
openai,deepseek,prompt_engineering,You Are The Reason - Air Supply (2001),4.0,3.0,3
openai,llama,prompt_engineering,"Stay (Far Away, So Close) - Gregorian (2012)",4.8,2.4,3
openai,deepseek,prompt_engineering,You Belong To Me - Rick Astley (2005),4.0,3.6,3
openai,llama,prompt_engineering,Sauerkrautpolka - Gus Backus (1961),1.0,2.0,3
openai,llama,prompt_engineering,"Get In, Fit In - Ciara (2007)",3.0,3.0,1
openai,llama,prompt_engineering,Wahre Liebe - Westernhagen (2014),5.0,3.4,1
openai,llama,prompt_engineering,Blessed Assurance - Burl Ives (1950),4.0,3.0,3
openai,deepseek,prompt_engineering,Sie - Manfred Mann (1964),2.0,3.4,3
openai,llama,prompt_engineering,One Day Tomorrow - Edgar Winter (1975),4.2,3.2,1
openai,openai,prompt_engineering,Heart of Stone - The Platters (1956),3.2,3.8,1
openai,llama,prompt_engineering,You Know I Miss You - Fats Domino (1952),2.8,2.0,3
openai,deepseek,prompt_engineering,Do You Remember - Jay Sean feat. Sean Paul & Lil Jon (2009),4.2,3.8,2
openai,llama,prompt_engineering,Skipping Like A Stone - The Chemical Brothers feat. Beck (2023),5.0,3.4,1
openai,openai,prompt_engineering,Leg die Knarre weg - Udo Jürgens (1958),4.0,3.8,5
openai,openai,prompt_engineering,Got To Give It Up - Marvin Gaye (1977),3.4,3.8,1
openai,openai,prompt_engineering,Mama Told Me Not To Come - Wilson Pickett (1971),5.0,5.0,3
openai,openai,prompt_engineering,Clues - Godley & Creme (1979),1.0,3.6,1
openai,llama,prompt_engineering,Spirits' Masquerade - Leaves' Eyes (2011),1.2,2.2,1
openai,deepseek,prompt_engineering,Sternengold und Silbermond - Peter Alexander (1962),3.0,2.0,"Alle Interpretationen erreichen identische Scores (Halluzination 3, Tiefe 2); es gibt keinen klaren Sieger."
openai,deepseek,prompt_engineering,4:am Forever - Lostprophets (2006),3.0,2.6,5
openai,openai,prompt_engineering,Drunk On Love - Basia (1994),3.8,4.0,2
openai,deepseek,prompt_engineering,On the Sunny Side of the Street / Exactly Like You - Louis Prima (1957),4.8,3.8,1
openai,llama,prompt_engineering,Hold Me - Brenda Lee (1961),5.0,4.8,3
openai,deepseek,prompt_engineering,Ale Ale - Capital Bra (2023),4.2,3.2,1
openai,openai,prompt_engineering,I Can't Stand The Rain - Seal (2008),3.4,3.8,3
openai,llama,prompt_engineering,Coffee - Kelly Rowland (2020),4.6,3.4,1
openai,openai,prompt_engineering,Ein Haus aus den Knochen von Cary Grant - Foyer Des Arts (1984),4.0,4.0,3
openai,deepseek,prompt_engineering,Best Night - Justice Crew (2012),3.6,2.4,2
openai,openai,prompt_engineering,'Til My Back Ain't Got No Bone - Tom Jones (2015),2.6,2.4,4
openai,deepseek,prompt_engineering,Sing to Me Mr. C - Perry Como (1962),4.0,2.0,
openai,openai,prompt_engineering,"My Life - Nat ""King"" Cole (1960)",3.0,4.0,1
openai,openai,prompt_engineering,Streets of Fear - Hawkwind (1981),3.8,4.0,2
openai,deepseek,prompt_engineering,'Til My Back Ain't Got No Bone - Tom Jones (2015),1.0,2.0,2
openai,llama,prompt_engineering,Ein Haus aus den Knochen von Cary Grant - Foyer Des Arts (1984),2.0,2.0,3
openai,deepseek,prompt_engineering,Uns geht's gut - And One (1997),4.0,3.0,2
openai,deepseek,prompt_engineering,When You Give It Away - Bruce Cockburn (1999),5.0,2.0,1
openai,llama,prompt_engineering,Dance Dance Dance - Arabesque (1983),1.0,2.2,3
openai,llama,prompt_engineering,Funny How Time Slips Away - Wanda Jackson (1963),2.0,3.0,1
openai,openai,prompt_engineering,Drinks & Clout - Fler feat. Bass Sultan Hengzt (2021),4.0,4.0,5
openai,openai,prompt_engineering,Eye Of The Storm - Pseudo Echo (1989),5.0,3.6,3
openai,deepseek,prompt_engineering,Got To Give It Up - Marvin Gaye (1977),4.4,3.0,1
openai,openai,prompt_engineering,Sternengold und Silbermond - Peter Alexander (1962),2.8,3.8,2
openai,deepseek,prompt_engineering,Without Love - Dina Carroll (1999),3.6,3.2,3
openai,llama,prompt_engineering,Teach Me Tonight - Neil Diamond (1988),4.8,2.4,5
openai,openai,prompt_engineering,It’s Alright - The Osmonds (1973),2.4,3.6,2
openai,llama,prompt_engineering,Breakout - Beverley Knight (2009),4.8,4.0,4
openai,deepseek,prompt_engineering,Heavens Rain - Uriah Heep (2008),4.0,3.8,3
openai,deepseek,prompt_engineering,"Ich will – ich kann, I can – I will - Udo Jürgens (1986)",4.4,2.8,1
openai,deepseek,prompt_engineering,Sleepy Time Gal - Bing Crosby (1953),4.0,4.0,3
openai,deepseek,prompt_engineering,Dance Only With Me - Perry Como (1958),4.8,4.0,5
openai,openai,prompt_engineering,Peggy's Kitchen Wall - Bruce Cockburn (1984),3.8,3.8,5
openai,openai,prompt_engineering,Sie - Manfred Mann (1964),3.4,3.4,1
openai,llama,prompt_engineering,See Emily Play - Pink Floyd (1967),1.0,2.0,3
openai,deepseek,prompt_engineering,Somewhere My Love - Roger Whittaker (1982),4.2,4.0,3
openai,openai,prompt_engineering,Home - Birdy (2013),3.8,2.6,4
openai,deepseek,prompt_engineering,You Know I Miss You - Fats Domino (1952),3.0,3.0,5
openai,openai,prompt_engineering,The Time Of The Turning (Reprise) / The Weavers Reel - Peter Gabriel (2000),3.6,4.2,5
openai,llama,prompt_engineering,On the Sunny Side of the Street / Exactly Like You - Louis Prima (1957),4.0,4.2,3
openai,openai,prompt_engineering,"Reise, Reise - Rammstein (2004)",2.6,3.4,1
openai,openai,prompt_engineering,Somewhere My Love - Roger Whittaker (1982),4.0,3.6,1
openai,deepseek,prompt_engineering,I Can't Stand The Rain - Seal (2008),5.0,2.0,1
openai,llama,prompt_engineering,It’s Alright - The Osmonds (1973),3.0,4.0,2
openai,openai,prompt_engineering,Argue - Matchbox 20 (1996),4.8,3.6,1
openai,openai,prompt_engineering,See Emily Play - Pink Floyd (1967),2.0,2.8,4
openai,llama,prompt_engineering,Leg die Knarre weg - Udo Jürgens (1958),4.0,2.0,3
openai,llama,prompt_engineering,Welcome to the Big Room - Neil Young (2015),4.4,3.8,3
openai,openai,prompt_engineering,Best Night - Justice Crew (2012),4.6,4.2,5
openai,openai,prompt_engineering,Number One - Laid Back (2019),2.8,4.0,5
openai,llama,prompt_engineering,Ship Of Fools - World Party (1987),5.0,4.0,1
openai,openai,prompt_engineering,The Flat Foot Floogee - Louis Armstrong (1954),5.0,4.2,3
openai,llama,prompt_engineering,Jekyll And Hyde - Judas Priest (2001),3.8,3.6,3
openai,deepseek,prompt_engineering,Funny How Time Slips Away - Wanda Jackson (1963),4.8,3.0,2
openai,deepseek,prompt_engineering,"Reise, Reise - Rammstein (2004)",4.8,2.4,1
openai,deepseek,prompt_engineering,Everybody's Got Something To Hide Except Me And My Monkey - The Beatles (1968),3.0,2.0,3
openai,deepseek,prompt_engineering,That Old Black Magic - Sam The Sham & The Pharaohs (1965),2.0,2.0,4
openai,openai,prompt_engineering,All That Meat and Potatoes - Louis Armstrong (1955),4.4,4.2,1
openai,deepseek,prompt_engineering,A Reason - Circ (2004),5.0,3.6,3
openai,openai,prompt_engineering,"Stay (Far Away, So Close) - Gregorian (2012)",3.2,4.0,5
openai,llama,prompt_engineering,I Know - Vanilla Ninja (2005),5.0,3.2,2
openai,llama,prompt_engineering,Drinks & Clout - Fler feat. Bass Sultan Hengzt (2021),5.0,3.0,1
openai,deepseek,prompt_engineering,Ein Festival der Liebe - Jürgen Marcus (1972),3.4,3.2,1
openai,deepseek,prompt_engineering,Eye Of The Storm - Pseudo Echo (1989),5.0,4.2,4
openai,openai,prompt_engineering,All I Need - Heather Nova (2003),2.8,2.0,4
openai,llama,prompt_engineering,Circus Of Death - Project Pitchfork (1993),4.0,2.0,3
openai,deepseek,prompt_engineering,Spirits' Masquerade - Leaves' Eyes (2011),1.2,2.2,1
openai,deepseek,prompt_engineering,Smoke Dreams - k.d. lang (1997),4.2,4.0,1
openai,llama,prompt_engineering,Sing to Me Mr. C - Perry Como (1962),2.0,3.0,3
openai,llama,prompt_engineering,Uns geht's gut - And One (1997),1.0,2.0,1
openai,llama,prompt_engineering,Heavens Rain - Uriah Heep (2008),3.0,3.0,1
openai,llama,prompt_engineering,Let's Get Together Soon - Dusty Springfield (1970),3.2,3.2,3
openai,llama,prompt_engineering,Everybody's Got Something To Hide Except Me And My Monkey - The Beatles (1968),2.0,3.0,3
openai,openai,prompt_engineering,One More Time - Robin Schulz & Felix Jaehn feat. Alida (2021),2.6,4.8,3
openai,llama,prompt_engineering,Sea Song - Tears For Fears (1985),2.4,2.0,1
openai,deepseek,prompt_engineering,Into The Blue - Rooney (2010),4.0,4.0,4
openai,deepseek,prompt_engineering,They Only Come Out At Night - Lordi (2006),4.6,2.8,1
openai,openai,prompt_engineering,Everybody's Got Something To Hide Except Me And My Monkey - The Beatles (1968),2.0,3.4,1
openai,llama,prompt_engineering,Where Do We Go From Here - Charles & Eddie (1992),4.0,3.8,1
openai,openai,prompt_engineering,Worth It All - Jay Sean (2013),4.2,3.8,1
openai,llama,prompt_engineering,Yesterday When I Was Young - Charles Aznavour (1969),3.6,3.4,1
openai,openai,prompt_engineering,Ale Ale - Capital Bra (2023),5.0,3.8,1
openai,openai,prompt_engineering,Es geht mir gut - Westernhagen (1994),3.8,3.8,2
openai,llama,prompt_engineering,Arschgesicht - Udo Lindenberg (1996),4.0,3.0,1
openai,deepseek,prompt_engineering,Time Immemorial - Crowded House (1990),1.2,3.2,3
openai,llama,prompt_engineering,Assistant's Cry - Yello (1980),1.0,2.0,
openai,llama,prompt_engineering,They Only Come Out At Night - Lordi (2006),4.0,4.0,3
openai,openai,prompt_engineering,Planetarium - Covenant (1997),3.6,4.0,5
openai,llama,prompt_engineering,I Had This Thing - Röyksopp feat. Jamie Irrepressible (2014),5.0,4.0,1
openai,llama,prompt_engineering,I Cried for You - Ray Charles (1964),1.0,2.0,2
openai,deepseek,prompt_engineering,All I Need - Heather Nova (2003),3.2,3.4,1
openai,deepseek,prompt_engineering,Jekyll And Hyde - Judas Priest (2001),4.0,4.0,1
openai,llama,prompt_engineering,You Are The Reason - Air Supply (2001),5.0,3.6,4
openai,llama,prompt_engineering,You Belong To Me - Rick Astley (2005),4.0,3.2,5
openai,openai,prompt_engineering,Funny How Time Slips Away - Wanda Jackson (1963),3.0,3.0,3
openai,openai,prompt_engineering,Breaking My Heart - Richard Marx (2022),3.6,3.8,5
openai,openai,prompt_engineering,Before You Leave - Kurt Nilsen (2004),3.6,3.8,"[2, 3, 4]"
openai,deepseek,prompt_engineering,Streets of Fear - Hawkwind (1981),3.4,3.0,2
openai,llama,prompt_engineering,Peggy's Kitchen Wall - Bruce Cockburn (1984),3.6,4.4,2
openai,deepseek,prompt_engineering,Before You Leave - Kurt Nilsen (2004),4.8,3.2,1
openai,deepseek,prompt_engineering,Hold Me - Brenda Lee (1961),3.4,2.8,1
openai,openai,prompt_engineering,Sleepy Time Gal - Bing Crosby (1953),5.0,5.0,3
openai,llama,prompt_engineering,Got To Give It Up - Marvin Gaye (1977),4.8,4.4,2
openai,deepseek,prompt_engineering,Coffee - Kelly Rowland (2020),2.8,3.6,5
openai,openai,prompt_engineering,Fellow Hoodlums - Deacon Blue (1991),5.0,4.2,3
openai,deepseek,prompt_engineering,Clues - Godley & Creme (1979),3.6,2.4,5
openai,deepseek,prompt_engineering,Heart of Stone - The Platters (1956),3.4,1.8,1
openai,llama,prompt_engineering,Best Night - Justice Crew (2012),2.8,3.8,1
openai,llama,prompt_engineering,'Til My Back Ain't Got No Bone - Tom Jones (2015),3.8,3.6,2
openai,llama,prompt_engineering,Home - Birdy (2013),5.0,2.6,3
openai,llama,prompt_engineering,Mama Told Me Not To Come - Wilson Pickett (1971),4.0,3.0,3
openai,openai,prompt_engineering,"Turn, Turn, Turn - The Simon Sisters (1966)",2.6,3.8,5
openai,openai,prompt_engineering,Arschgesicht - Udo Lindenberg (1996),3.2,3.6,1
openai,deepseek,prompt_engineering,Dance Dance Dance - Arabesque (1983),1.0,1.8,1
openai,openai,prompt_engineering,You Know I Miss You - Fats Domino (1952),1.0,4.0,3
openai,openai,prompt_engineering,Assistant's Cry - Yello (1980),3.6,2.0,3
openai,llama,prompt_engineering,"My Life - Nat ""King"" Cole (1960)",3.6,3.0,3
deepseek,llama,prompt_engineering,Sing to Me Mr. C - Perry Como (1962),3.6,3.4,1
deepseek,openai,prompt_engineering,From Small Things (Big Things One Day Come) - Bruce Springsteen (2003),3.2,4.0,3
deepseek,llama,prompt_engineering,Assistant's Cry - Yello (1980),1.6,3.4,4
deepseek,deepseek,prompt_engineering,"Stay (Far Away, So Close) - Gregorian (2012)",3.8,3.6,5
deepseek,llama,prompt_engineering,Into The Blue - Rooney (2010),4.2,3.8,3
deepseek,llama,prompt_engineering,'Til My Back Ain't Got No Bone - Tom Jones (2015),2.6,4.0,5
deepseek,openai,prompt_engineering,Pay The Man - The Offspring (1998),3.2,3.8,1
deepseek,openai,prompt_engineering,Breaking My Heart - Richard Marx (2022),3.6,3.6,2
deepseek,openai,prompt_engineering,Jekyll And Hyde - Judas Priest (2001),3.2,3.6,1
deepseek,llama,prompt_engineering,Blessed Assurance - Burl Ives (1950),4.0,3.2,1
deepseek,openai,prompt_engineering,Time Immemorial - Crowded House (1990),3.6,4.2,1
deepseek,deepseek,prompt_engineering,Do You Remember - Jay Sean feat. Sean Paul & Lil Jon (2009),3.6,3.4,2
deepseek,llama,prompt_engineering,Fellow Hoodlums - Deacon Blue (1991),3.6,3.8,3
deepseek,deepseek,prompt_engineering,Home - Birdy (2013),5.0,3.8,1
deepseek,openai,prompt_engineering,Drinks & Clout - Fler feat. Bass Sultan Hengzt (2021),3.6,3.6,1
deepseek,llama,prompt_engineering,"Stay (Far Away, So Close) - Gregorian (2012)",4.2,3.8,3
deepseek,deepseek,prompt_engineering,Everybody's Got Something To Hide Except Me And My Monkey - The Beatles (1968),3.6,3.4,1
deepseek,openai,prompt_engineering,You Belong To Me - Rick Astley (2005),2.4,3.6,1
deepseek,openai,prompt_engineering,'Til My Back Ain't Got No Bone - Tom Jones (2015),3.2,3.6,1
deepseek,openai,prompt_engineering,Mama Told Me Not To Come - Wilson Pickett (1971),3.6,3.6,2
deepseek,llama,prompt_engineering,"Get In, Fit In - Ciara (2007)",4.4,3.8,1
deepseek,openai,prompt_engineering,On the Sunny Side of the Street / Exactly Like You - Louis Prima (1957),2.8,3.4,1
deepseek,llama,prompt_engineering,Eye Of The Storm - Pseudo Echo (1989),3.8,3.6,4
deepseek,openai,prompt_engineering,Sternengold und Silbermond - Peter Alexander (1962),3.0,3.6,1
deepseek,llama,prompt_engineering,"Reise, Reise - Rammstein (2004)",4.2,3.4,4
deepseek,openai,prompt_engineering,Ship Of Fools - World Party (1987),3.6,4.0,1
deepseek,llama,prompt_engineering,Sauerkrautpolka - Gus Backus (1961),3.8,3.2,1
deepseek,deepseek,prompt_engineering,Heart of Stone - The Platters (1956),3.2,3.4,1
deepseek,llama,prompt_engineering,Mama Told Me Not To Come - Wilson Pickett (1971),3.8,3.4,3
deepseek,openai,prompt_engineering,Eye Of The Storm - Pseudo Echo (1989),3.6,4.0,3
deepseek,llama,prompt_engineering,Breaking My Heart - Richard Marx (2022),4.2,3.2,4
deepseek,deepseek,prompt_engineering,Sing to Me Mr. C - Perry Como (1962),3.0,4.0,5
deepseek,openai,prompt_engineering,Before You Leave - Kurt Nilsen (2004),3.8,3.8,1
deepseek,openai,prompt_engineering,Blessed Assurance - Burl Ives (1950),2.8,3.8,3
deepseek,llama,prompt_engineering,You Know I Miss You - Fats Domino (1952),5.0,4.0,3
deepseek,deepseek,prompt_engineering,Sternengold und Silbermond - Peter Alexander (1962),5.0,3.2,5
deepseek,openai,prompt_engineering,Somewhere My Love - Roger Whittaker (1982),3.2,3.8,3
deepseek,llama,prompt_engineering,Let's Get Together Soon - Dusty Springfield (1970),3.2,4.2,3
deepseek,llama,prompt_engineering,Drinks & Clout - Fler feat. Bass Sultan Hengzt (2021),2.8,3.6,3
deepseek,deepseek,prompt_engineering,Funny How Time Slips Away - Wanda Jackson (1963),4.0,3.8,3
deepseek,openai,prompt_engineering,Dance Only With Me - Perry Como (1958),3.6,3.8,4
deepseek,openai,prompt_engineering,They Only Come Out At Night - Lordi (2006),2.6,3.8,4
deepseek,openai,prompt_engineering,I Know - Vanilla Ninja (2005),2.6,3.6,1
deepseek,deepseek,prompt_engineering,Argue - Matchbox 20 (1996),4.8,4.2,1
deepseek,deepseek,prompt_engineering,When You Give It Away - Bruce Cockburn (1999),4.2,3.4,"[3, 5]"
deepseek,openai,prompt_engineering,I Can't Stand The Rain - Seal (2008),2.2,4.0,5
deepseek,deepseek,prompt_engineering,Dance Dance Dance - Arabesque (1983),4.8,4.2,5
deepseek,openai,prompt_engineering,You Know I Miss You - Fats Domino (1952),2.8,3.6,1
deepseek,deepseek,prompt_engineering,All I Need - Heather Nova (2003),3.6,3.6,5
deepseek,llama,prompt_engineering,Hold Me - Brenda Lee (1961),4.2,3.4,4
deepseek,llama,prompt_engineering,It’s Alright - The Osmonds (1973),2.8,3.8,5
deepseek,llama,prompt_engineering,Uns geht's gut - And One (1997),3.2,3.8,4
deepseek,openai,prompt_engineering,Skipping Like A Stone - The Chemical Brothers feat. Beck (2023),3.6,4.0,3
deepseek,openai,prompt_engineering,Breakout - Beverley Knight (2009),2.6,3.6,1
deepseek,llama,prompt_engineering,Streets of Fear - Hawkwind (1981),5.0,3.0,1
deepseek,llama,prompt_engineering,Wahre Liebe - Westernhagen (2014),3.2,4.0,5
deepseek,deepseek,prompt_engineering,Planetarium - Covenant (1997),4.2,3.6,3
deepseek,deepseek,prompt_engineering,All That Meat and Potatoes - Louis Armstrong (1955),3.6,3.8,5
deepseek,llama,prompt_engineering,Sie - Manfred Mann (1964),1.6,3.4,4
deepseek,openai,prompt_engineering,Fellow Hoodlums - Deacon Blue (1991),3.6,4.2,3
deepseek,deepseek,prompt_engineering,A Reason - Circ (2004),4.2,3.6,3
deepseek,llama,prompt_engineering,Heavens Rain - Uriah Heep (2008),4.4,3.4,1
deepseek,deepseek,prompt_engineering,Streets of Fear - Hawkwind (1981),4.0,4.0,5
